,age,workclass,education,marital.status,occupation,race,sex,native.country,income,partition
706,29,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,7722
12842,29,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,<=50K,7722
22767,29,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,7722
30233,29,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,7722
31703,29,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,7722
2464,30,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,7723
20128,30,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,<=50K,7723
22768,30,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,<=50K,7723
624,31-32,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,7724
2495,31-32,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,7724
5462,31-32,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,7724
15787,31-32,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,<=50K,7724
770,33-34,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,7725
1892,33-34,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,7725
14798,33-34,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,7725
30089,33-34,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,<=50K,7725
7127,36,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,7726
19384,36,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,7726
26518,36,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,<=50K,7726
30183,36,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,7726
590,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
715,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
763,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
1788,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
1845,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
2059,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
2075,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
2455,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
2894,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
3401,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K,7727
4530,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
4532,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
4815,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
6747,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K,7727
7154,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
7503,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
8911,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K,7727
9072,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
11296,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
12061,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
12209,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
12914,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K,7727
13466,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K,7727
17391,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K,7727
17811,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
17936,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
19107,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
19677,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
22451,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
23780,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
26308,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K,7727
26856,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
27044,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
27155,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
27751,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
30502,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
31072,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
31671,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K,7727
32110,32-33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K,7727
5743,25,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,<=50K,7728
8863,25,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,7728
26827,26,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,7729
31870,26,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,7729
587,31,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,7730
19963,31,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,7730
24753,32,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,7731
26930,32,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,7731
12626,34,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,<=50K,7732
30849,34,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,7732
468,35-36,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,"United-States,Germany",>50K,7733
10411,35-36,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,"United-States,Germany",<=50K,7733
14300,35-36,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,"United-States,Germany",>50K,7733
26711,25-27,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K,7734
28282,25-27,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K,7734
811,28,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K,7735
5775,28,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K,7735
2698,31,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K,7736
13880,31,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K,7736
4994,32,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,"Philippines,United-States",>50K,7737
21683,32,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,"Philippines,United-States",<=50K,7737
674,33,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K,7738
716,33,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K,7738
1320,33,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K,7738
15698,34-36,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K,7739
15767,34-36,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K,7739
19164,34-36,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K,7739
21478,34-36,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K,7739
8688,28,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,7740
9912,28,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K,7740
6401,35,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,7741
14913,35,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K,7741
13237,36,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K,7742
19474,36,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K,7742
21851,36,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K,7742
12559,19,Private,11th,Never-married,Craft-repair,White,Male,United-States,<=50K,7743
21350,19,Private,11th,Never-married,Craft-repair,White,Male,United-States,<=50K,7743
5967,23,Private,11th,Never-married,Craft-repair,White,Male,United-States,<=50K,7744
27608,23,Private,11th,Never-married,Craft-repair,White,Male,United-States,<=50K,7744
6572,24-25,Private,11th,Never-married,Craft-repair,White,Male,United-States,<=50K,7745
7905,24-25,Private,11th,Never-married,Craft-repair,White,Male,United-States,<=50K,7745
20422,24-25,Private,11th,Never-married,Craft-repair,White,Male,United-States,<=50K,7745
28471,24-25,Private,11th,Never-married,Craft-repair,White,Male,United-States,<=50K,7745
1092,17,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7746
4198,17,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7746
4458,17,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7746
4550,17,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7746
5437,17,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7746
8906,17,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7746
10190,17,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7746
13897,17,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7746
17417,17,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7746
20356,17,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7746
20920,17,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7746
22875,17,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7746
26021,17,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7746
26141,17,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7746
27963,17,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7746
32310,17,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7746
4162,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
4745,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
4847,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
6563,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
6713,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
7517,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
8558,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
9805,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
11104,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
13027,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
16180,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
17246,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
17447,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
18197,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
18566,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
18688,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
20571,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
21382,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
22154,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
26485,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
28947,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
29150,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
29180,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
29939,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
30451,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
31118,18-34,Private,11th,Never-married,Other-service,White,Male,United-States,<=50K,7747
6644,17,Private,11th,Never-married,Other-service,Black,Female,United-States,<=50K,7748
20423,17,Private,11th,Never-married,Other-service,Black,Female,United-States,<=50K,7748
6260,18-21,Private,11th,Never-married,Other-service,Black,Female,United-States,<=50K,7749
18629,18-21,Private,11th,Never-married,Other-service,Black,Female,United-States,<=50K,7749
11141,24-25,Private,11th,Never-married,Other-service,Black,Female,United-States,<=50K,7750
12557,24-25,Private,11th,Never-married,Other-service,Black,Female,United-States,<=50K,7750
5385,29,Private,11th,Never-married,Other-service,Black,Female,United-States,<=50K,7751
13698,29,Private,11th,Never-married,Other-service,Black,Female,United-States,<=50K,7751
22459,19-21,Private,11th,Never-married,Adm-clerical,White,Female,United-States,<=50K,7752
32033,19-21,Private,11th,Never-married,Adm-clerical,White,Female,United-States,<=50K,7752
18188,24-33,Private,11th,Never-married,Adm-clerical,White,Female,"Germany,United-States",<=50K,7753
18322,24-33,Private,11th,Never-married,Adm-clerical,White,Female,"Germany,United-States",<=50K,7753
25530,24-33,Private,11th,Never-married,Adm-clerical,White,Female,"Germany,United-States",<=50K,7753
6155,28-31,Private,11th,Never-married,Transport-moving,White,Male,United-States,<=50K,7754
19316,28-31,Private,11th,Never-married,Transport-moving,White,Male,United-States,<=50K,7754
15675,32-34,Private,11th,Never-married,Transport-moving,White,Male,United-States,<=50K,7755
24161,32-34,Private,11th,Never-married,Transport-moving,White,Male,United-States,<=50K,7755
13119,30,Private,Assoc-voc,Never-married,Prof-specialty,White,Female,United-States,<=50K,7756
30886,30,Private,Assoc-voc,Never-married,Prof-specialty,White,Female,United-States,<=50K,7756
4101,33-34,Private,Assoc-voc,Never-married,Prof-specialty,White,Female,United-States,<=50K,7757
21135,33-34,Private,Assoc-voc,Never-married,Prof-specialty,White,Female,United-States,<=50K,7757
16001,33,Private,Assoc-voc,Never-married,Craft-repair,White,Male,United-States,<=50K,7758
24796,33,Private,Assoc-voc,Never-married,Craft-repair,White,Male,United-States,<=50K,7758
15083,34-35,Private,Assoc-voc,Never-married,Craft-repair,White,"Female,Male",United-States,<=50K,7759
18659,34-35,Private,Assoc-voc,Never-married,Craft-repair,White,"Female,Male",United-States,<=50K,7759
23546,23,Private,Assoc-voc,Never-married,Other-service,White,Female,United-States,<=50K,7760
